 # Key parameters for the calculation
 # TASK,INSTR,TEMP,WING,E_UNIT
 #    1,   3, 300,   0,   1
 # Q, deltaE, Total
    1.550000,    0.199993,    0.000496
    1.550000,    0.299990,    0.000549
    1.550000,    0.399986,    0.000607
    1.550000,    0.499983,    0.000672
    1.550000,    0.599979,    0.000745
    1.550000,    0.699976,    0.000828
    1.550000,    0.799973,    0.000922
    1.550000,    0.899969,    0.001029
    1.550000,    0.999966,    0.001151
    1.550000,    1.099962,    0.001291
    1.550000,    1.199959,    0.001451
    1.550000,    1.299955,    0.001633
    1.550000,    1.399952,    0.001842
    1.550000,    1.499949,    0.002080
    1.550000,    1.599945,    0.002350
    1.550000,    1.699942,    0.002656
    1.550000,    1.799938,    0.003002
    1.550000,    1.899935,    0.003391
    1.550000,    1.999931,    0.003826
    1.550000,    2.099928,    0.004312
    1.550000,    2.199925,    0.004850
    1.550000,    2.299921,    0.005446
    1.550000,    2.399918,    0.006102
    1.550000,    2.499914,    0.006822
    1.550000,    2.599911,    0.007609
    1.550000,    2.699907,    0.008466
    1.550000,    2.799904,    0.009397
    1.550000,    2.899901,    0.010408
    1.550000,    2.999897,    0.011501
    1.550000,    3.099894,    0.012683
    1.550000,    3.199890,    0.013960
    1.550000,    3.299887,    0.015338
    1.550000,    3.399883,    0.016825
    1.550000,    3.499880,    0.018430
    1.550000,    3.599876,    0.020162
    1.550000,    3.699873,    0.022030
    1.550000,    3.799870,    0.024045
    1.550000,    3.899866,    0.026217
    1.550000,    3.999863,    0.028556
    1.550000,    4.099859,    0.031071
    1.550000,    4.199856,    0.033769
    1.550000,    4.299852,    0.036656
    1.550000,    4.399849,    0.039737
    1.550000,    4.499846,    0.043012
    1.550000,    4.599842,    0.046479
    1.550000,    4.699839,    0.050134
    1.550000,    4.799835,    0.053969
    1.550000,    4.899832,    0.057972
    1.550000,    4.999828,    0.062129
    1.550000,    5.099825,    0.066423
    1.550000,    5.199822,    0.070835
    1.550000,    5.299818,    0.075345
    1.550000,    5.399815,    0.079930
    1.550000,    5.499811,    0.084568
    1.550000,    5.599808,    0.089237
    1.550000,    5.699804,    0.093915
    1.550000,    5.799801,    0.098579
    1.550000,    5.899798,    0.103209
    1.550000,    5.999794,    0.107784
    1.550000,    6.099791,    0.112286
    1.550000,    6.199787,    0.116696
    1.550000,    6.299784,    0.120995
    1.550000,    6.399780,    0.125166
    1.550000,    6.499777,    0.129188
    1.550000,    6.599774,    0.133045
    1.550000,    6.699770,    0.136714
    1.550000,    6.799767,    0.140177
    1.550000,    6.899763,    0.143413
    1.550000,    6.999760,    0.146400
    1.550000,    7.099756,    0.149119
    1.550000,    7.199753,    0.151547
    1.550000,    7.299750,    0.153668
    1.550000,    7.399746,    0.155462
    1.550000,    7.499743,    0.156916
    1.550000,    7.599739,    0.158017
    1.550000,    7.699736,    0.158756
    1.550000,    7.799732,    0.159128
    1.550000,    7.899729,    0.159133
    1.550000,    7.999726,    0.158773
    1.550000,    8.099722,    0.158056
    1.550000,    8.199719,    0.156994
    1.550000,    8.299715,    0.155603
    1.550000,    8.399712,    0.153902
    1.550000,    8.499708,    0.151914
    1.550000,    8.599705,    0.149666
    1.550000,    8.699702,    0.147185
    1.550000,    8.799698,    0.144501
    1.550000,    8.899695,    0.141644
    1.550000,    8.999691,    0.138645
    1.550000,    9.099688,    0.135532
    1.550000,    9.199684,    0.132334
    1.550000,    9.299681,    0.129076
    1.550000,    9.399678,    0.125780
    1.550000,    9.499674,    0.122467
    1.550000,    9.599671,    0.119153
    1.550000,    9.699667,    0.115850
    1.550000,    9.799664,    0.112570
    1.550000,    9.899660,    0.109320
    1.550000,    9.999657,    0.106107
    1.550000,   10.099653,    0.102936
    1.550000,   10.199650,    0.099813
    1.550000,   10.299647,    0.096741
    1.550000,   10.399643,    0.093727
    1.550000,   10.499640,    0.090776
    1.550000,   10.599636,    0.087896
    1.550000,   10.699633,    0.085094
    1.550000,   10.799629,    0.082378
    1.550000,   10.899626,    0.079757
    1.550000,   10.999623,    0.077238
    1.550000,   11.099619,    0.074828
    1.550000,   11.199616,    0.072530
    1.550000,   11.299612,    0.070350
    1.550000,   11.399609,    0.068287
    1.550000,   11.499605,    0.066341
    1.550000,   11.599602,    0.064509
    1.550000,   11.699599,    0.062786
    1.550000,   11.799595,    0.061167
    1.550000,   11.899592,    0.059643
    1.550000,   11.999588,    0.058209
    1.550000,   12.099585,    0.056854
    1.550000,   12.199581,    0.055571
    1.550000,   12.299578,    0.054354
    1.550000,   12.399575,    0.053193
    1.550000,   12.499571,    0.052083
    1.550000,   12.599568,    0.051018
    1.550000,   12.699564,    0.049992
    1.550000,   12.799561,    0.049001
    1.550000,   12.899557,    0.048041
    1.550000,   12.999554,    0.047109
    1.550000,   13.099551,    0.046202
    1.550000,   13.199547,    0.045317
    1.550000,   13.299544,    0.044455
    1.550000,   13.399540,    0.043614
    1.550000,   13.499537,    0.042795
    1.550000,   13.599533,    0.041997
    1.550000,   13.699530,    0.041223
    1.550000,   13.799527,    0.040473
    1.550000,   13.899523,    0.039747
    1.550000,   13.999520,    0.039048
    1.550000,   14.099516,    0.038374
    1.550000,   14.199513,    0.037726
    1.550000,   14.299509,    0.037102
    1.550000,   14.399506,    0.036502
    1.550000,   14.499503,    0.035922
    1.550000,   14.599499,    0.035361
    1.550000,   14.699496,    0.034816
    1.550000,   14.799492,    0.034284
    1.550000,   14.899489,    0.033765
    1.550000,   14.999485,    0.033255
    1.550000,   15.099482,    0.032755
    1.550000,   15.199479,    0.032264
    1.550000,   15.299475,    0.031781
    1.550000,   15.399472,    0.031306
    1.550000,   15.499468,    0.030841
    1.550000,   15.599465,    0.030385
    1.550000,   15.699461,    0.029940
    1.550000,   15.799458,    0.029504
    1.550000,   15.899455,    0.029080
    1.550000,   15.999451,    0.028666
    1.550000,   16.099448,    0.028262
    1.550000,   16.199444,    0.027869
    1.550000,   16.299441,    0.027486
    1.550000,   16.399437,    0.027113
    1.550000,   16.499434,    0.026749
    1.550000,   16.599431,    0.026393
    1.550000,   16.699427,    0.026045
    1.550000,   16.799424,    0.025704
    1.550000,   16.899420,    0.025369
    1.550000,   16.999417,    0.025040
    1.550000,   17.099413,    0.024715
    1.550000,   17.199410,    0.024396
    1.550000,   17.299406,    0.024081
    1.550000,   17.399403,    0.023773
    1.550000,   17.499400,    0.023472
    1.550000,   17.599396,    0.023179
    1.550000,   17.699393,    0.022897
    1.550000,   17.799389,    0.022625
    1.550000,   17.899386,    0.022364
    1.550000,   17.999382,    0.022114
    1.550000,   18.099379,    0.021875
    1.550000,   18.199376,    0.021644
    1.550000,   18.299372,    0.021420
    1.550000,   18.399369,    0.021200
    1.550000,   18.499365,    0.020982
    1.550000,   18.599362,    0.020764
    1.550000,   18.699358,    0.020545
    1.550000,   18.799355,    0.020324
    1.550000,   18.899352,    0.020100
    1.550000,   18.999348,    0.019876
    1.550000,   19.099345,    0.019651
    1.550000,   19.199341,    0.019429
    1.550000,   19.299338,    0.019210
    1.550000,   19.399334,    0.018996
    1.550000,   19.499331,   -1.000000
    1.550000,   19.599328,   -1.000000
    1.550000,   19.699324,   -1.000000
    1.550000,   19.799321,   -1.000000
    1.550000,   19.899317,   -1.000000
    1.550000,   19.999314,   -1.000000
    1.550000,   20.099310,   -1.000000
    1.550000,   20.199307,   -1.000000
    1.550000,   20.299304,   -1.000000
    1.550000,   20.399300,   -1.000000
    1.550000,   20.499297,   -1.000000
    1.550000,   20.599293,   -1.000000
    1.550000,   20.699290,   -1.000000
    1.550000,   20.799286,   -1.000000
    1.550000,   20.899283,   -1.000000
    1.550000,   20.999280,   -1.000000
    1.550000,   21.099276,   -1.000000
    1.550000,   21.199273,   -1.000000
    1.550000,   21.299269,   -1.000000
    1.550000,   21.399266,   -1.000000
    1.550000,   21.499262,   -1.000000
    1.550000,   21.599259,   -1.000000
    1.550000,   21.699256,   -1.000000
    1.550000,   21.799252,   -1.000000
    1.550000,   21.899249,   -1.000000
    1.550000,   21.999245,   -1.000000
    1.550000,   22.099242,   -1.000000
    1.550000,   22.199238,   -1.000000
    1.550000,   22.299235,   -1.000000
    1.550000,   22.399232,   -1.000000
    1.550000,   22.499228,   -1.000000
    1.550000,   22.599225,   -1.000000
    1.550000,   22.699221,   -1.000000
    1.550000,   22.799218,   -1.000000
    1.550000,   22.899214,   -1.000000
    1.550000,   22.999211,   -1.000000
    1.550000,   23.099208,   -1.000000
    1.550000,   23.199204,   -1.000000
    1.550000,   23.299201,   -1.000000
    1.550000,   23.399197,   -1.000000
    1.550000,   23.499194,   -1.000000
    1.550000,   23.599190,   -1.000000
    1.550000,   23.699187,   -1.000000
    1.550000,   23.799183,   -1.000000
    1.550000,   23.899180,   -1.000000
    1.550000,   23.999177,   -1.000000
    1.550000,   24.099173,   -1.000000
    1.550000,   24.199170,   -1.000000
    1.550000,   24.299166,   -1.000000
    1.550000,   24.399163,   -1.000000
    1.550000,   24.499159,   -1.000000
    1.550000,   24.599156,   -1.000000
    1.550000,   24.699153,   -1.000000
    1.550000,   24.799149,   -1.000000
    1.550000,   24.899146,   -1.000000
    1.550000,   24.999142,   -1.000000
    1.550000,   25.099139,   -1.000000
    1.550000,   25.199135,   -1.000000
    1.550000,   25.299132,   -1.000000
    1.550000,   25.399129,   -1.000000
    1.550000,   25.499125,   -1.000000
    1.550000,   25.599122,   -1.000000
    1.550000,   25.699118,   -1.000000
    1.550000,   25.799115,   -1.000000
    1.550000,   25.899111,   -1.000000
    1.550000,   25.999108,   -1.000000
    1.550000,   26.099105,   -1.000000
    1.550000,   26.199101,   -1.000000
    1.550000,   26.299098,   -1.000000
    1.550000,   26.399094,   -1.000000
    1.550000,   26.499091,   -1.000000
    1.550000,   26.599087,   -1.000000
    1.550000,   26.699084,   -1.000000
    1.550000,   26.799081,   -1.000000
    1.550000,   26.899077,   -1.000000
    1.550000,   26.999074,   -1.000000
    1.550000,   27.099070,   -1.000000
    1.550000,   27.199067,   -1.000000
    1.550000,   27.299063,   -1.000000
    1.550000,   27.399060,   -1.000000
    1.550000,   27.499057,   -1.000000
    1.550000,   27.599053,   -1.000000
    1.550000,   27.699050,   -1.000000
    1.550000,   27.799046,   -1.000000
    1.550000,   27.899043,   -1.000000
    1.550000,   27.999039,   -1.000000
    1.550000,   28.099036,   -1.000000
    1.550000,   28.199033,   -1.000000
    1.550000,   28.299029,   -1.000000
    1.550000,   28.399026,   -1.000000
    1.550000,   28.499022,   -1.000000
    1.550000,   28.599019,   -1.000000
    1.550000,   28.699015,   -1.000000
    1.550000,   28.799012,   -1.000000
    1.550000,   28.899009,   -1.000000
    1.550000,   28.999005,   -1.000000
    1.550000,   29.099002,   -1.000000
    1.550000,   29.198998,   -1.000000
    1.550000,   29.298995,   -1.000000
    1.550000,   29.398991,   -1.000000
    1.550000,   29.498988,   -1.000000
    1.550000,   29.598985,   -1.000000
    1.550000,   29.698981,   -1.000000
    1.550000,   29.798978,   -1.000000
    1.550000,   29.898974,   -1.000000

    1.600000,    0.099997,    0.012478
    1.600000,    0.199993,    0.013428
    1.600000,    0.299990,    0.014402
    1.600000,    0.399986,    0.015399
    1.600000,    0.499983,    0.016421
    1.600000,    0.599979,    0.017472
    1.600000,    0.699976,    0.018555
    1.600000,    0.799973,    0.019677
    1.600000,    0.899969,    0.020845
    1.600000,    0.999966,    0.022070
    1.600000,    1.099962,    0.023362
    1.600000,    1.199959,    0.024735
    1.600000,    1.299955,    0.026202
    1.600000,    1.399952,    0.027777
    1.600000,    1.499949,    0.029476
    1.600000,    1.599945,    0.031315
    1.600000,    1.699942,    0.033307
    1.600000,    1.799938,    0.035467
    1.600000,    1.899935,    0.037809
    1.600000,    1.999931,    0.040342
    1.600000,    2.099928,    0.043076
    1.600000,    2.199925,    0.046018
    1.600000,    2.299921,    0.049170
    1.600000,    2.399918,    0.052534
    1.600000,    2.499914,    0.056108
    1.600000,    2.599911,    0.059885
    1.600000,    2.699907,    0.063860
    1.600000,    2.799904,    0.068020
    1.600000,    2.899901,    0.072355
    1.600000,    2.999897,    0.076848
    1.600000,    3.099894,    0.081487
    1.600000,    3.199890,    0.086253
    1.600000,    3.299887,    0.091133
    1.600000,    3.399883,    0.096109
    1.600000,    3.499880,    0.101168
    1.600000,    3.599876,    0.106295
    1.600000,    3.699873,    0.111478
    1.600000,    3.799870,    0.116705
    1.600000,    3.899866,    0.121966
    1.600000,    3.999863,    0.127250
    1.600000,    4.099859,    0.132549
    1.600000,    4.199856,    0.137852
    1.600000,    4.299852,    0.143148
    1.600000,    4.399849,    0.148424
    1.600000,    4.499846,    0.153665
    1.600000,    4.599842,    0.158853
    1.600000,    4.699839,    0.163967
    1.600000,    4.799835,    0.168983
    1.600000,    4.899832,    0.173874
    1.600000,    4.999828,    0.178607
    1.600000,    5.099825,    0.183151
    1.600000,    5.199822,    0.187470
    1.600000,    5.299818,    0.191527
    1.600000,    5.399815,    0.195287
    1.600000,    5.499811,    0.198714
    1.600000,    5.599808,    0.201776
    1.600000,    5.699804,    0.204442
    1.600000,    5.799801,    0.206688
    1.600000,    5.899798,    0.208493
    1.600000,    5.999794,    0.209845
    1.600000,    6.099791,    0.210733
    1.600000,    6.199787,    0.211158
    1.600000,    6.299784,    0.211123
    1.600000,    6.399780,    0.210641
    1.600000,    6.499777,    0.209726
    1.600000,    6.599774,    0.208400
    1.600000,    6.699770,    0.206689
    1.600000,    6.799767,    0.204621
    1.600000,    6.899763,    0.202225
    1.600000,    6.999760,    0.199533
    1.600000,    7.099756,    0.196576
    1.600000,    7.199753,    0.193386
    1.600000,    7.299750,    0.189991
    1.600000,    7.399746,    0.186420
    1.600000,    7.499743,    0.182697
    1.600000,    7.599739,    0.178846
    1.600000,    7.699736,    0.174886
    1.600000,    7.799732,    0.170836
    1.600000,    7.899729,    0.166710
    1.600000,    7.999726,    0.162524
    1.600000,    8.099722,    0.158291
    1.600000,    8.199719,    0.154022
    1.600000,    8.299715,    0.149729
    1.600000,    8.399712,    0.145426
    1.600000,    8.499708,    0.141126
    1.600000,    8.599705,    0.136842
    1.600000,    8.699702,    0.132591
    1.600000,    8.799698,    0.128388
    1.600000,    8.899695,    0.124249
    1.600000,    8.999691,    0.120192
    1.600000,    9.099688,    0.116233
    1.600000,    9.199684,    0.112388
    1.600000,    9.299681,    0.108671
    1.600000,    9.399678,    0.105095
    1.600000,    9.499674,    0.101667
    1.600000,    9.599671,    0.098396
    1.600000,    9.699667,    0.095284
    1.600000,    9.799664,    0.092333
    1.600000,    9.899660,    0.089539
    1.600000,    9.999657,    0.086897
    1.600000,   10.099653,    0.084400
    1.600000,   10.199650,    0.082039
